Cycle Time (minutes),Product Category,Waste Generated (kg),Production Volume (units),Water Usage (liters),Machine Utilization (%),Machine Age (years),Machine Type,Supplier,Operator Experience (years),Revenue ($)
10,0,100,699.32,6000,84,5.76,0,2,5.03,349605.8
20,1,300,583.97,6000,54,9.39,1,2,4.6,350344.91
20,1,300,575.97,6000,54,9.39,1,2,6.15,345543.05
30,2,500,687.26,10000,81,5.76,2,0,5.12,549764.63
10,0,100,671.92,6000,84,5.76,0,2,6.02,335908.16
20,1,300,593.22,6000,54,9.39,1,2,3.65,355895.45
10,0,100,745.37,6000,84,5.76,0,2,3.9,372625.37
20,1,300,590.92,6000,54,9.39,1,2,5.58,354511.91
20,1,300,595.77,6000,54,9.39,1,2,4.92,357422.49
10,0,100,680.07,6000,84,5.76,0,2,5.08,339983.97
30,2,500,746.61,10000,81,5.76,2,0,4.3,597237.07
30,2,500,726.26,10000,81,5.76,2,0,5.15,580958.33
20,1,300,590.37,6000,54,9.39,1,2,5.22,354182.71
20,1,300,597.27,6000,54,9.39,1,2,4.7,358322.73
30,2,500,703.56,10000,81,5.76,2,0,5.65,562800.82
30,2,500,767.16,10000,81,5.76,2,0,3.95,613674.46
20,1,300,649.17,6000,54,9.39,1,2,3.82,389456.42
30,2,500,735.36,10000,81,5.76,2,0,4.7,588237.94
10,0,100,689.47,6000,84,5.76,0,2,5.95,344680.33
20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
10,0,100,699.32,6000,84,5.76,0,2,5.03,349605.8
10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
30,2,500,700.91,10000,81,5.76,2,0,6.15,560680.05
10,0,100,677.27,6000,84,5.76,0,2,5.12,338584.32
30,2,500,681.91,10000,81,5.76,2,0,6.02,545483.36
10,0,100,708.27,6000,84,5.76,0,2,3.65,354082.55
20,1,300,630.32,6000,54,9.39,1,2,3.9,378149.28
10,0,100,706.07,6000,84,5.76,0,2,5.58,352978.3
20,1,300,595.87,6000,54,9.39,1,2,4.92,357482.48
20,1,300,565.02,6000,54,9.39,1,2,5.08,338976.73
10,0,100,736.32,6000,84,5.76,0,2,4.3,368100.99
10,0,100,716.37,6000,84,5.76,0,2,5.15,358127.5
20,1,300,590.37,6000,54,9.39,1,2,5.22,354182.71
10,0,100,712.22,6000,84,5.76,0,2,4.7,356054.33
20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
30,2,500,767.26,10000,81,5.76,2,0,3.95,613754.44
30,2,500,774.21,10000,81,5.76,2,0,3.82,619313.57
10,0,100,725.37,6000,84,5.76,0,2,4.7,362626.99
30,2,500,699.36,10000,81,5.76,2,0,5.95,559440.78
10,0,100,660.42,6000,84,5.76,0,2,5.78,330160.65
30,2,500,709.31,10000,81,5.76,2,0,5.03,567401.4
20,1,300,583.97,6000,54,9.39,1,2,4.6,350344.91
20,1,300,575.87,6000,54,9.39,1,2,6.15,345483.06
10,0,100,677.27,6000,84,5.76,0,2,5.12,338584.32
30,2,500,681.91,10000,81,5.76,2,0,6.02,545483.36
30,2,500,718.16,10000,81,5.76,2,0,3.65,574483.32
30,2,500,755.36,10000,81,5.76,2,0,3.9,604236.61
20,1,300,591.12,6000,54,9.39,1,2,5.58,354631.89
30,2,500,720.81,10000,81,5.76,2,0,4.92,576599.78
10,0,100,680.07,6000,84,5.76,0,2,5.08,339983.97
20,1,300,621.37,6000,54,9.39,1,2,4.3,372779.81
20,1,300,601.42,6000,54,9.39,1,2,5.15,360811.18
10,0,100,704.92,6000,84,5.76,0,2,5.22,352404.34
30,2,500,722.21,10000,81,5.76,2,0,4.7,577720.11
20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
20,1,300,642.42,6000,54,9.39,1,2,3.95,385407.25
10,0,100,764.22,6000,84,5.76,0,2,3.82,382047.08
30,2,500,735.26,10000,81,5.76,2,0,4.7,588157.96
10,0,100,689.47,6000,84,5.76,0,2,5.95,344680.33
20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
20,1,300,584.37,6000,54,9.39,1,2,5.03,350584.01
30,2,500,708.91,10000,81,5.76,2,0,4.6,567082.49
10,0,100,690.92,6000,84,5.76,0,2,6.15,345404.6
10,0,100,677.27,6000,84,5.76,0,2,5.12,338584.32
10,0,100,671.92,6000,84,5.76,0,2,6.02,335908.16
30,2,500,718.26,10000,81,5.76,2,0,3.65,574563.31
20,1,300,629.92,6000,54,9.39,1,2,3.9,377909.34
30,2,500,716.06,10000,81,5.76,2,0,5.58,572798.97
20,1,300,595.87,6000,54,9.39,1,2,4.92,357482.48
30,2,500,690.06,10000,81,5.76,2,0,5.08,552004.31
30,2,500,746.71,10000,81,5.76,2,0,4.3,597317.05
20,1,300,601.32,6000,54,9.39,1,2,5.15,360751.19
20,1,300,590.27,6000,54,9.39,1,2,5.22,354122.72
30,2,500,722.11,10000,81,5.76,2,0,4.7,577640.12
10,0,100,693.57,6000,84,5.76,0,2,5.65,346730.32
30,2,500,767.36,10000,81,5.76,2,0,3.95,613834.43
20,1,300,648.87,6000,54,9.39,1,2,3.82,389276.45
20,1,300,610.42,6000,54,9.39,1,2,4.7,366210.71
20,1,300,574.42,6000,54,9.39,1,2,5.95,344613.67
10,0,100,660.42,6000,84,5.76,0,2,5.78,330160.65
10,0,100,699.32,6000,84,5.76,0,2,5.03,349605.8
10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
20,1,300,575.97,6000,54,9.39,1,2,6.15,345543.05
10,0,100,677.27,6000,84,5.76,0,2,5.12,338584.32
10,0,100,671.82,6000,84,5.76,0,2,6.02,335858.17
30,2,500,718.26,10000,81,5.76,2,0,3.65,574563.31
30,2,500,755.26,10000,81,5.76,2,0,3.9,604156.63
30,2,500,716.06,10000,81,5.76,2,0,5.58,572798.97
10,0,100,710.82,6000,84,5.76,0,2,4.92,355354.03
30,2,500,690.06,10000,81,5.76,2,0,5.08,552004.31
10,0,100,736.62,6000,84,5.76,0,2,4.3,368250.95
20,1,300,601.42,6000,54,9.39,1,2,5.15,360811.18
30,2,500,715.31,10000,81,5.76,2,0,5.22,572199.94
20,1,300,597.17,6000,54,9.39,1,2,4.7,358262.74
20,1,300,578.12,6000,54,9.39,1,2,5.65,346833.7
20,1,300,642.02,6000,54,9.39,1,2,3.95,385167.28
10,0,100,764.12,6000,84,5.76,0,2,3.82,381997.09
20,1,300,610.32,6000,54,9.39,1,2,4.7,366150.72
10,0,100,689.47,6000,84,5.76,0,2,5.95,344680.33
10,0,100,660.42,6000,84,5.76,0,2,5.78,330160.65
20,1,300,584.37,6000,54,9.39,1,2,5.03,350584.01
10,0,100,698.52,6000,84,5.76,0,2,4.6,349206.94
30,2,500,700.81,10000,81,5.76,2,0,6.15,560600.07
20,1,300,562.32,6000,54,9.39,1,2,5.12,337357.03
20,1,300,556.97,6000,54,9.39,1,2,6.02,334146.09
20,1,300,593.32,6000,54,9.39,1,2,3.65,355955.44
10,0,100,745.27,6000,84,5.76,0,2,3.9,372575.38
30,2,500,715.66,10000,81,5.76,2,0,5.58,572479.01
30,2,500,720.81,10000,81,5.76,2,0,4.92,576599.78
10,0,100,680.07,6000,84,5.76,0,2,5.08,339983.97
20,1,300,621.67,6000,54,9.39,1,2,4.3,372959.79
30,2,500,726.26,10000,81,5.76,2,0,5.15,580958.33
10,0,100,705.32,6000,84,5.76,0,2,5.22,352604.28
30,2,500,722.11,10000,81,5.76,2,0,4.7,577640.12
10,0,100,693.57,6000,84,5.76,0,2,5.65,346730.32
20,1,300,642.42,6000,54,9.39,1,2,3.95,385407.25
10,0,100,764.22,6000,84,5.76,0,2,3.82,382047.08
30,2,500,735.16,10000,81,5.76,2,0,4.7,588077.96
30,2,500,699.46,10000,81,5.76,2,0,5.95,559520.76
20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
30,2,500,709.31,10000,81,5.76,2,0,5.03,567401.4
20,1,300,583.97,6000,54,9.39,1,2,4.6,350344.91
10,0,100,690.92,6000,84,5.76,0,2,6.15,345404.6
20,1,300,562.32,6000,54,9.39,1,2,5.12,337357.03
10,0,100,671.72,6000,84,5.76,0,2,6.02,335808.19
30,2,500,718.26,10000,81,5.76,2,0,3.65,574563.31
20,1,300,630.32,6000,54,9.39,1,2,3.9,378149.28
30,2,500,716.06,10000,81,5.76,2,0,5.58,572798.97
10,0,100,710.72,6000,84,5.76,0,2,4.92,355304.04
20,1,300,564.72,6000,54,9.39,1,2,5.08,338796.78
20,1,300,621.57,6000,54,9.39,1,2,4.3,372899.8
30,2,500,726.36,10000,81,5.76,2,0,5.15,581038.32
30,2,500,715.21,10000,81,5.76,2,0,5.22,572119.96
10,0,100,712.22,6000,84,5.76,0,2,4.7,356054.33
10,0,100,693.57,6000,84,5.76,0,2,5.65,346730.32
10,0,100,757.37,6000,84,5.76,0,2,3.95,378623.03
20,1,300,649.27,6000,54,9.39,1,2,3.82,389516.41
10,0,100,724.97,6000,84,5.76,0,2,4.7,362427.03
10,0,100,689.37,6000,84,5.76,0,2,5.95,344630.34
20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
30,2,500,709.31,10000,81,5.76,2,0,5.03,567401.4
10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
10,0,100,690.92,6000,84,5.76,0,2,6.15,345404.6
20,1,300,562.12,6000,54,9.39,1,2,5.12,337237.05
10,0,100,671.92,6000,84,5.76,0,2,6.02,335908.16
30,2,500,718.26,10000,81,5.76,2,0,3.65,574563.31
30,2,500,755.36,10000,81,5.76,2,0,3.9,604236.61
20,1,300,591.02,6000,54,9.39,1,2,5.58,354571.9
30,2,500,720.41,10000,81,5.76,2,0,4.92,576279.81
20,1,300,565.12,6000,54,9.39,1,2,5.08,339036.73
20,1,300,621.67,6000,54,9.39,1,2,4.3,372959.79
10,0,100,715.87,6000,84,5.76,0,2,5.15,357877.58
30,2,500,715.31,10000,81,5.76,2,0,5.22,572199.94
10,0,100,712.22,6000,84,5.76,0,2,4.7,356054.33
30,2,500,703.56,10000,81,5.76,2,0,5.65,562800.82
20,1,300,642.32,6000,54,9.39,1,2,3.95,385347.26
30,2,500,774.21,10000,81,5.76,2,0,3.82,619313.57
20,1,300,610.32,6000,54,9.39,1,2,4.7,366150.72
30,2,500,699.06,10000,81,5.76,2,0,5.95,559200.82
20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
20,1,300,584.37,6000,54,9.39,1,2,5.03,350584.01
10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
30,2,500,700.81,10000,81,5.76,2,0,6.15,560600.06
20,1,300,562.22,6000,54,9.39,1,2,5.12,337297.05
30,2,500,681.81,10000,81,5.76,2,0,6.02,545403.37
10,0,100,708.27,6000,84,5.76,0,2,3.65,354082.55
30,2,500,755.26,10000,81,5.76,2,0,3.9,604156.62
20,1,300,591.12,6000,54,9.39,1,2,5.58,354631.89
30,2,500,720.81,10000,81,5.76,2,0,4.92,576599.78
20,1,300,565.12,6000,54,9.39,1,2,5.08,339036.73
10,0,100,736.32,6000,84,5.76,0,2,4.3,368100.97
20,1,300,601.32,6000,54,9.39,1,2,5.15,360751.19
20,1,300,590.27,6000,54,9.39,1,2,5.22,354122.72
10,0,100,712.22,6000,84,5.76,0,2,4.7,356054.33
20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
30,2,500,767.36,10000,81,5.76,2,0,3.95,613834.43
30,2,500,774.21,10000,81,5.76,2,0,3.82,619313.57
10,0,100,725.37,6000,84,5.76,0,2,4.7,362626.99
10,0,100,689.47,6000,84,5.76,0,2,5.95,344680.33
20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
30,2,500,709.31,10000,81,5.76,2,0,5.03,567401.4
30,2,500,708.91,10000,81,5.76,2,0,4.6,567082.49
20,1,300,575.97,6000,54,9.39,1,2,6.15,345543.05
30,2,500,687.26,10000,81,5.76,2,0,5.12,549764.63
10,0,100,671.82,6000,84,5.76,0,2,6.02,335858.17
20,1,300,592.92,6000,54,9.39,1,2,3.65,355715.48
10,0,100,745.37,6000,84,5.76,0,2,3.9,372625.37
10,0,100,706.07,6000,84,5.76,0,2,5.58,352978.3
30,2,500,720.81,10000,81,5.76,2,0,4.92,576599.78
20,1,300,565.12,6000,54,9.39,1,2,5.08,339036.73
30,2,500,746.61,10000,81,5.76,2,0,4.3,597237.07
20,1,300,601.32,6000,54,9.39,1,2,5.15,360751.18
10,0,100,705.32,6000,84,5.76,0,2,5.22,352604.28
10,0,100,712.22,6000,84,5.76,0,2,4.7,356054.33
20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
30,2,500,767.26,10000,81,5.76,2,0,3.95,613754.44
30,2,500,774.21,10000,81,5.76,2,0,3.82,619313.57
10,0,100,725.37,6000,84,5.76,0,2,4.7,362626.99
30,2,500,699.46,10000,81,5.76,2,0,5.95,559520.76
20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
10,0,100,699.32,6000,84,5.76,0,2,5.03,349605.8
10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
30,2,500,700.91,10000,81,5.76,2,0,6.15,560680.05
30,2,500,687.26,10000,81,5.76,2,0,5.12,549764.63
30,2,500,681.91,10000,81,5.76,2,0,6.02,545483.36
10,0,100,708.27,6000,84,5.76,0,2,3.65,354082.55
30,2,500,755.36,10000,81,5.76,2,0,3.9,604236.61
30,2,500,716.06,10000,81,5.76,2,0,5.58,572798.97
10,0,100,710.82,6000,84,5.76,0,2,4.92,355354.03
30,2,500,690.06,10000,81,5.76,2,0,5.08,552004.31
30,2,500,746.71,10000,81,5.76,2,0,4.3,597317.05
30,2,500,726.36,10000,81,5.76,2,0,5.15,581038.32
20,1,300,590.37,6000,54,9.39,1,2,5.22,354182.71
30,2,500,722.21,10000,81,5.76,2,0,4.7,577720.11
30,2,500,703.56,10000,81,5.76,2,0,5.65,562800.82
20,1,300,642.42,6000,54,9.39,1,2,3.95,385407.25
10,0,100,764.22,6000,84,5.76,0,2,3.82,382047.08
10,0,100,725.37,6000,84,5.76,0,2,4.7,362626.99
10,0,100,689.47,6000,84,5.76,0,2,5.95,344680.33
20,1,300,545.37,6000,54,9.39,1,2,5.78,327188.2
10,0,100,699.22,6000,84,5.76,0,2,5.03,349555.81
10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
30,2,500,700.81,10000,81,5.76,2,0,6.15,560600.06
20,1,300,562.32,6000,54,9.39,1,2,5.12,337357.03
10,0,100,671.92,6000,84,5.76,0,2,6.02,335908.16
10,0,100,708.27,6000,84,5.76,0,2,3.65,354082.55
30,2,500,755.36,10000,81,5.76,2,0,3.9,604236.61
10,0,100,706.07,6000,84,5.76,0,2,5.58,352978.3
20,1,300,595.87,6000,54,9.39,1,2,4.92,357482.48
30,2,500,689.96,10000,81,5.76,2,0,5.08,551924.32
10,0,100,736.72,6000,84,5.76,0,2,4.3,368300.94
10,0,100,716.27,6000,84,5.76,0,2,5.15,358077.51
20,1,300,589.97,6000,54,9.39,1,2,5.22,353942.75
20,1,300,597.27,6000,54,9.39,1,2,4.7,358322.73
10,0,100,693.57,6000,84,5.76,0,2,5.65,346730.32
10,0,100,756.97,6000,84,5.76,0,2,3.95,378423.1
20,1,300,649.27,6000,54,9.39,1,2,3.82,389516.41
20,1,300,610.32,6000,54,9.39,1,2,4.7,366150.72
30,2,500,699.36,10000,81,5.76,2,0,5.95,559440.77
30,2,500,670.41,10000,81,5.76,2,0,5.78,536285.7
10,0,100,699.32,6000,84,5.76,0,2,5.03,349605.8
20,1,300,583.97,6000,54,9.39,1,2,4.6,350344.91
30,2,500,700.81,10000,81,5.76,2,0,6.15,560600.06
30,2,500,687.26,10000,81,5.76,2,0,5.12,549764.63
20,1,300,556.87,6000,54,9.39,1,2,6.02,334086.1
20,1,300,593.32,6000,54,9.39,1,2,3.65,355955.44
10,0,100,745.37,6000,84,5.76,0,2,3.9,372625.37
30,2,500,715.96,10000,81,5.76,2,0,5.58,572718.98
10,0,100,710.82,6000,84,5.76,0,2,4.92,355354.03
20,1,300,565.12,6000,54,9.39,1,2,5.08,339036.73
30,2,500,746.71,10000,81,5.76,2,0,4.3,597317.05
20,1,300,601.42,6000,54,9.39,1,2,5.15,360811.18
10,0,100,705.32,6000,84,5.76,0,2,5.22,352604.28
10,0,100,712.12,6000,84,5.76,0,2,4.7,356004.34
30,2,500,703.36,10000,81,5.76,2,0,5.65,562640.84
30,2,500,767.36,10000,81,5.76,2,0,3.95,613834.43
20,1,300,649.17,6000,54,9.39,1,2,3.82,389456.42
10,0,100,725.37,6000,84,5.76,0,2,4.7,362626.99
30,2,500,699.46,10000,81,5.76,2,0,5.95,559520.76
10,0,100,660.42,6000,84,5.76,0,2,5.78,330160.65
20,1,300,584.37,6000,54,9.39,1,2,5.03,350584.01
10,0,100,698.72,6000,84,5.76,0,2,4.6,349306.9
30,2,500,700.91,10000,81,5.76,2,0,6.15,560680.05
20,1,300,562.32,6000,54,9.39,1,2,5.12,337357.03
20,1,300,556.97,6000,54,9.39,1,2,6.02,334146.09
20,1,300,593.32,6000,54,9.39,1,2,3.65,355955.44
30,2,500,755.36,10000,81,5.76,2,0,3.9,604236.61
30,2,500,716.06,10000,81,5.76,2,0,5.58,572798.97
30,2,500,720.81,10000,81,5.76,2,0,4.92,576599.78
10,0,100,680.07,6000,84,5.76,0,2,5.08,339983.97
30,2,500,746.71,10000,81,5.76,2,0,4.3,597317.05
30,2,500,726.26,10000,81,5.76,2,0,5.15,580958.33
20,1,300,590.37,6000,54,9.39,1,2,5.22,354182.71
10,0,100,711.82,6000,84,5.76,0,2,4.7,355854.38
30,2,500,703.56,10000,81,5.76,2,0,5.65,562800.82
20,1,300,642.42,6000,54,9.39,1,2,3.95,385407.25
30,2,500,773.81,10000,81,5.76,2,0,3.82,618993.61
20,1,300,610.42,6000,54,9.39,1,2,4.7,366210.71
30,2,500,699.36,10000,81,5.76,2,0,5.95,559440.78
30,2,500,670.41,10000,81,5.76,2,0,5.78,536285.7
10,0,100,699.32,6000,84,5.76,0,2,5.03,349605.8
10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
20,1,300,575.97,6000,54,9.39,1,2,6.15,345543.05
20,1,300,562.32,6000,54,9.39,1,2,5.12,337357.03
10,0,100,671.92,6000,84,5.76,0,2,6.02,335908.16
20,1,300,593.22,6000,54,9.39,1,2,3.65,355895.45
20,1,300,630.42,6000,54,9.39,1,2,3.9,378209.27
30,2,500,716.06,10000,81,5.76,2,0,5.58,572798.97
20,1,300,595.87,6000,54,9.39,1,2,4.92,357482.48
30,2,500,690.06,10000,81,5.76,2,0,5.08,552004.31
10,0,100,736.72,6000,84,5.76,0,2,4.3,368300.94
30,2,500,726.36,10000,81,5.76,2,0,5.15,581038.32
20,1,300,590.27,6000,54,9.39,1,2,5.22,354122.72
30,2,500,722.21,10000,81,5.76,2,0,4.7,577720.11
20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
10,0,100,757.27,6000,84,5.76,0,2,3.95,378573.05
10,0,100,764.22,6000,84,5.76,0,2,3.82,382047.08
30,2,500,735.26,10000,81,5.76,2,0,4.7,588157.96
10,0,100,689.47,6000,84,5.76,0,2,5.95,344680.33
10,0,100,660.42,6000,84,5.76,0,2,5.78,330160.65
20,1,300,584.37,6000,54,9.39,1,2,5.03,350584.01
30,2,500,708.41,10000,81,5.76,2,0,4.6,566682.53
30,2,500,700.91,10000,81,5.76,2,0,6.15,560680.05
20,1,300,562.32,6000,54,9.39,1,2,5.12,337357.03
10,0,100,671.92,6000,84,5.76,0,2,6.02,335908.16
20,1,300,593.32,6000,54,9.39,1,2,3.65,355955.44
20,1,300,630.42,6000,54,9.39,1,2,3.9,378209.27
10,0,100,706.07,6000,84,5.76,0,2,5.58,352978.3
30,2,500,720.81,10000,81,5.76,2,0,4.92,576599.78
20,1,300,564.92,6000,54,9.39,1,2,5.08,338916.74
10,0,100,736.72,6000,84,5.76,0,2,4.3,368300.94
30,2,500,726.26,10000,81,5.76,2,0,5.15,580958.33
20,1,300,590.27,6000,54,9.39,1,2,5.22,354122.72
10,0,100,712.22,6000,84,5.76,0,2,4.7,356054.33
30,2,500,703.36,10000,81,5.76,2,0,5.65,562640.84
30,2,500,767.36,10000,81,5.76,2,0,3.95,613834.43
30,2,500,774.21,10000,81,5.76,2,0,3.82,619313.57
10,0,100,725.37,6000,84,5.76,0,2,4.7,362626.99
20,1,300,574.12,6000,54,9.39,1,2,5.95,344433.71
30,2,500,670.41,10000,81,5.76,2,0,5.78,536285.7
20,1,300,584.27,6000,54,9.39,1,2,5.03,350524.02
30,2,500,708.81,10000,81,5.76,2,0,4.6,567002.49
10,0,100,690.92,6000,84,5.76,0,2,6.15,345404.6
10,0,100,677.27,6000,84,5.76,0,2,5.12,338584.32
10,0,100,671.82,6000,84,5.76,0,2,6.02,335858.18
10,0,100,708.27,6000,84,5.76,0,2,3.65,354082.55
30,2,500,754.96,10000,81,5.76,2,0,3.9,603916.66
10,0,100,706.07,6000,84,5.76,0,2,5.58,352978.3
10,0,100,710.82,6000,84,5.76,0,2,4.92,355354.03
20,1,300,565.12,6000,54,9.39,1,2,5.08,339036.73
20,1,300,621.67,6000,54,9.39,1,2,4.3,372959.79
30,2,500,725.96,10000,81,5.76,2,0,5.15,580718.36
20,1,300,589.97,6000,54,9.39,1,2,5.22,353942.75
30,2,500,722.21,10000,81,5.76,2,0,4.7,577720.11
20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
10,0,100,757.37,6000,84,5.76,0,2,3.95,378623.03
20,1,300,649.17,6000,54,9.39,1,2,3.82,389456.42
10,0,100,725.37,6000,84,5.76,0,2,4.7,362626.99
30,2,500,699.36,10000,81,5.76,2,0,5.95,559440.77
20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
20,1,300,584.37,6000,54,9.39,1,2,5.03,350584.01
10,0,100,698.72,6000,84,5.76,0,2,4.6,349306.9
10,0,100,690.82,6000,84,5.76,0,2,6.15,345354.62
20,1,300,562.32,6000,54,9.39,1,2,5.12,337357.03
30,2,500,681.91,10000,81,5.76,2,0,6.02,545483.36
10,0,100,708.27,6000,84,5.76,0,2,3.65,354082.55
10,0,100,745.37,6000,84,5.76,0,2,3.9,372625.37
10,0,100,706.07,6000,84,5.76,0,2,5.58,352978.3
20,1,300,595.77,6000,54,9.39,1,2,4.92,357422.49
20,1,300,565.12,6000,54,9.39,1,2,5.08,339036.73
10,0,100,736.62,6000,84,5.76,0,2,4.3,368250.95
10,0,100,716.37,6000,84,5.76,0,2,5.15,358127.5
20,1,300,590.37,6000,54,9.39,1,2,5.22,354182.71
30,2,500,722.21,10000,81,5.76,2,0,4.7,577720.11
30,2,500,703.56,10000,81,5.76,2,0,5.65,562800.82
10,0,100,757.37,6000,84,5.76,0,2,3.95,378623.03
10,0,100,764.22,6000,84,5.76,0,2,3.82,382047.08
30,2,500,735.26,10000,81,5.76,2,0,4.7,588157.95
20,1,300,574.32,6000,54,9.39,1,2,5.95,344553.67
10,0,100,660.42,6000,84,5.76,0,2,5.78,330160.65
20,1,300,584.37,6000,54,9.39,1,2,5.03,350584.01
20,1,300,583.97,6000,54,9.39,1,2,4.6,350344.91
10,0,100,690.92,6000,84,5.76,0,2,6.15,345404.6
20,1,300,561.92,6000,54,9.39,1,2,5.12,337117.07
10,0,100,671.92,6000,84,5.76,0,2,6.02,335908.16
10,0,100,708.27,6000,84,5.76,0,2,3.65,354082.55
30,2,500,755.36,10000,81,5.76,2,0,3.9,604236.61
20,1,300,591.12,6000,54,9.39,1,2,5.58,354631.89
20,1,300,595.87,6000,54,9.39,1,2,4.92,357482.48
10,0,100,679.97,6000,84,5.76,0,2,5.08,339933.98
10,0,100,736.32,6000,84,5.76,0,2,4.3,368101.0
10,0,100,716.37,6000,84,5.76,0,2,5.15,358127.5
10,0,100,705.22,6000,84,5.76,0,2,5.22,352554.28
20,1,300,597.07,6000,54,9.39,1,2,4.7,358202.75
30,2,500,703.56,10000,81,5.76,2,0,5.65,562800.82
20,1,300,642.32,6000,54,9.39,1,2,3.95,385347.26
20,1,300,649.27,6000,54,9.39,1,2,3.82,389516.41
10,0,100,724.97,6000,84,5.76,0,2,4.7,362427.03
10,0,100,689.37,6000,84,5.76,0,2,5.95,344630.34
20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
20,1,300,584.37,6000,54,9.39,1,2,5.03,350584.01
10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
10,0,100,690.92,6000,84,5.76,0,2,6.15,345404.6
10,0,100,677.27,6000,84,5.76,0,2,5.12,338584.32
30,2,500,681.91,10000,81,5.76,2,0,6.02,545483.36
30,2,500,718.26,10000,81,5.76,2,0,3.65,574563.31
20,1,300,630.42,6000,54,9.39,1,2,3.9,378209.27
20,1,300,591.12,6000,54,9.39,1,2,5.58,354631.89
20,1,300,595.87,6000,54,9.39,1,2,4.92,357482.48
30,2,500,690.06,10000,81,5.76,2,0,5.08,552004.31
20,1,300,621.67,6000,54,9.39,1,2,4.3,372959.79
10,0,100,715.87,6000,84,5.76,0,2,5.15,357877.56
20,1,300,590.37,6000,54,9.39,1,2,5.22,354182.71
20,1,300,597.27,6000,54,9.39,1,2,4.7,358322.73
10,0,100,693.57,6000,84,5.76,0,2,5.65,346730.32
30,2,500,767.36,10000,81,5.76,2,0,3.95,613834.43
20,1,300,649.27,6000,54,9.39,1,2,3.82,389516.41
30,2,500,735.36,10000,81,5.76,2,0,4.7,588237.94
20,1,300,574.52,6000,54,9.39,1,2,5.95,344673.66
20,1,300,545.47,6000,54,9.39,1,2,5.78,327248.2
20,1,300,584.37,6000,54,9.39,1,2,5.03,350584.01
10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
10,0,100,690.92,6000,84,5.76,0,2,6.15,345404.6
20,1,300,562.22,6000,54,9.39,1,2,5.12,337297.04
20,1,300,556.87,6000,54,9.39,1,2,6.02,334086.1
30,2,500,718.26,10000,81,5.76,2,0,3.65,574563.31
20,1,300,630.32,6000,54,9.39,1,2,3.9,378149.28
30,2,500,716.06,10000,81,5.76,2,0,5.58,572798.97
20,1,300,595.87,6000,54,9.39,1,2,4.92,357482.48
20,1,300,565.02,6000,54,9.39,1,2,5.08,338976.74
10,0,100,736.72,6000,84,5.76,0,2,4.3,368300.94
20,1,300,601.32,6000,54,9.39,1,2,5.15,360751.19
10,0,100,704.92,6000,84,5.76,0,2,5.22,352404.32
10,0,100,712.12,6000,84,5.76,0,2,4.7,356004.34
20,1,300,578.62,6000,54,9.39,1,2,5.65,347133.63
30,2,500,767.36,10000,81,5.76,2,0,3.95,613834.43
30,2,500,774.21,10000,81,5.76,2,0,3.82,619313.57
10,0,100,725.27,6000,84,5.76,0,2,4.7,362577.0
20,1,300,574.42,6000,54,9.39,1,2,5.95,344613.66
30,2,500,670.41,10000,81,5.76,2,0,5.78,536285.7
30,2,500,709.31,10000,81,5.76,2,0,5.03,567401.4
10,0,100,698.92,6000,84,5.76,0,2,4.6,349406.88
30,2,500,700.81,10000,81,5.76,2,0,6.15,560600.06
30,2,500,687.26,10000,81,5.76,2,0,5.12,549764.63
30,2,500,681.81,10000,81,5.76,2,0,6.02,545403.37
30,2,500,717.86,10000,81,5.76,2,0,3.65,574243.35
30,2,500,755.36,10000,81,5.76,2,0,3.9,604236.61
30,2,500,715.86,10000,81,5.76,2,0,5.58,572638.99
20,1,300,595.77,6000,54,9.39,1,2,4.92,357422.49
30,2,500,690.06,10000,81,5.76,2,0,5.08,552004.31
10,0,100,736.72,6000,84,5.76,0,2,4.3,368300.94
20,1,300,601.32,6000,54,9.39,1,2,5.15,360751.19
20,1,300,590.37,6000,54,9.39,1,2,5.22,354182.71
30,2,500,722.21,10000,81,5.76,2,0,4.7,577720.11
