supplier,supplier_delays_days,raw_material_quality,key_point
Supplier A,0,Low,Factory 7_City E_Type B_2023-04-04
Supplier A,1,Low,Factory 7_City A_Type C_2023-04-05
Supplier A,0,Low,Factory 7_City C_Type B_2023-04-06
Supplier A,0,Medium,Factory 7_City D_Type C_2023-04-07
Supplier A,0,High,Factory 7_City B_Type C_2023-04-08
Supplier C,0,Medium,Factory 7_City C_Type C_2023-04-09
Supplier B,0,Low,Factory 7_City C_Type C_2023-04-10
Supplier A,0,Medium,Factory 7_City D_Type B_2023-04-11
Supplier B,0,High,Factory 7_City C_Type C_2023-04-12
Supplier C,1,Medium,Factory 7_City A_Type C_2023-04-13
Supplier B,0,High,Factory 7_City D_Type B_2023-04-14
Supplier C,1,Medium,Factory 7_City C_Type B_2023-04-15
Supplier C,1,High,Factory 7_City A_Type B_2023-04-16
Supplier C,1,High,Factory 7_City C_Type B_2023-04-17
Supplier A,1,Medium,Factory 7_City E_Type A_2023-04-18
Supplier B,0,Medium,Factory 7_City D_Type C_2023-04-19
Supplier A,1,High,Factory 7_City A_Type B_2023-04-20
Supplier B,1,Low,Factory 7_City C_Type A_2023-04-21
Supplier C,1,Medium,Factory 7_City D_Type C_2023-04-22
Supplier C,0,High,Factory 7_City D_Type C_2023-04-23
Supplier A,1,Medium,Factory 7_City D_Type C_2023-04-24
Supplier B,0,High,Factory 7_City E_Type A_2023-04-25
Supplier A,1,Medium,Factory 7_City B_Type B_2023-04-26
Supplier B,1,High,Factory 7_City E_Type B_2023-04-27
Supplier C,0,Medium,Factory 7_City E_Type A_2023-04-28
Supplier C,1,Low,Factory 7_City A_Type A_2023-04-29
Supplier B,0,Low,Factory 7_City A_Type A_2023-04-30
Supplier A,1,Medium,Factory 7_City D_Type C_2023-05-01
Supplier B,0,High,Factory 7_City C_Type B_2023-05-02
Supplier B,0,Low,Factory 7_City D_Type B_2023-05-03
Supplier B,0,Low,Factory 7_City E_Type C_2023-05-04
Supplier B,0,Low,Factory 7_City A_Type C_2023-05-05
Supplier B,1,High,Factory 7_City A_Type B_2023-05-06
Supplier B,1,High,Factory 7_City A_Type B_2023-05-07
Supplier B,1,High,Factory 7_City D_Type B_2023-05-08
Supplier B,0,Medium,Factory 7_City E_Type B_2023-05-09
Supplier A,1,Low,Factory 7_City E_Type C_2023-05-10
Supplier C,1,Medium,Factory 7_City D_Type B_2023-05-11
Supplier A,0,Low,Factory 7_City E_Type C_2023-05-12
Supplier B,0,High,Factory 7_City A_Type A_2023-05-13
Supplier B,0,Medium,Factory 7_City B_Type C_2023-05-14
Supplier C,0,Low,Factory 7_City E_Type A_2023-05-15
Supplier B,1,High,Factory 7_City B_Type A_2023-05-16
Supplier B,1,Medium,Factory 7_City E_Type A_2023-05-17
Supplier C,0,Medium,Factory 7_City A_Type B_2023-05-18
Supplier C,1,High,Factory 7_City B_Type C_2023-05-19
Supplier A,0,High,Factory 7_City A_Type B_2023-05-20
Supplier C,0,Medium,Factory 7_City E_Type C_2023-05-21
Supplier B,1,Medium,Factory 7_City C_Type A_2023-05-22
Supplier A,1,Low,Factory 7_City C_Type C_2023-05-23
Supplier C,0,High,Factory 7_City B_Type A_2023-05-24
Supplier C,0,High,Factory 7_City A_Type B_2023-05-25
Supplier B,1,Medium,Factory 7_City A_Type C_2023-05-26
Supplier C,1,Medium,Factory 7_City B_Type B_2023-05-27
Supplier C,1,High,Factory 7_City C_Type C_2023-05-28
Supplier B,1,Low,Factory 7_City E_Type A_2023-05-29
Supplier B,0,High,Factory 7_City C_Type B_2023-05-30
Supplier A,0,Medium,Factory 7_City B_Type B_2023-05-31
Supplier B,0,Medium,Factory 7_City C_Type A_2023-06-01
Supplier C,1,Low,Factory 7_City B_Type A_2023-06-02
Supplier A,1,Low,Factory 7_City A_Type A_2023-06-03
Supplier C,0,Low,Factory 7_City B_Type A_2023-06-04
Supplier B,0,High,Factory 7_City C_Type C_2023-06-05
Supplier A,0,High,Factory 7_City B_Type B_2023-06-06
Supplier A,0,High,Factory 7_City A_Type A_2023-06-07
Supplier A,1,Low,Factory 7_City A_Type B_2023-06-08
Supplier C,0,Low,Factory 7_City B_Type A_2023-06-09
Supplier B,0,Low,Factory 7_City B_Type C_2023-06-10
Supplier A,0,Medium,Factory 7_City D_Type C_2023-06-11
Supplier A,1,High,Factory 7_City E_Type A_2023-06-12
Supplier A,1,Low,Factory 7_City A_Type A_2023-06-13
Supplier B,1,Medium,Factory 7_City C_Type C_2023-06-14
Supplier C,0,High,Factory 7_City C_Type C_2023-06-15
Supplier A,1,Medium,Factory 7_City C_Type B_2023-06-16
Supplier B,0,Low,Factory 7_City D_Type B_2023-06-17
Supplier A,0,Medium,Factory 7_City A_Type A_2023-06-18
Supplier B,1,High,Factory 7_City D_Type C_2023-06-19
Supplier C,1,Low,Factory 7_City E_Type A_2023-06-20
Supplier C,1,Medium,Factory 7_City E_Type B_2023-06-21
Supplier A,0,High,Factory 7_City B_Type A_2023-06-22
Supplier B,1,Low,Factory 7_City C_Type A_2023-06-23
Supplier C,1,Low,Factory 7_City A_Type C_2023-06-24
Supplier A,0,High,Factory 7_City E_Type C_2023-06-25
Supplier B,1,High,Factory 7_City D_Type A_2023-06-26
Supplier C,0,Low,Factory 7_City B_Type A_2023-06-27
Supplier C,0,Medium,Factory 7_City E_Type A_2023-06-28
Supplier B,1,Low,Factory 7_City D_Type A_2023-06-29
Supplier A,0,Low,Factory 7_City A_Type A_2023-06-30
Supplier C,1,High,Factory 7_City C_Type C_2023-07-01
Supplier A,0,Low,Factory 7_City B_Type A_2023-07-02
Supplier A,0,Low,Factory 7_City D_Type B_2023-07-03
Supplier C,1,Medium,Factory 7_City C_Type A_2023-07-04
Supplier A,1,Medium,Factory 7_City C_Type A_2023-07-05
Supplier A,1,Medium,Factory 7_City C_Type C_2023-07-06
Supplier B,1,Low,Factory 7_City B_Type A_2023-07-07
Supplier A,0,High,Factory 7_City C_Type A_2023-07-08
Supplier A,0,Medium,Factory 7_City D_Type B_2023-07-09
Supplier B,1,Medium,Factory 7_City B_Type C_2023-07-10
Supplier C,0,Medium,Factory 7_City B_Type A_2023-07-11
Supplier A,1,Medium,Factory 7_City B_Type B_2023-07-12
Supplier A,1,Low,Factory 7_City A_Type B_2023-07-13
Supplier B,1,Medium,Factory 7_City D_Type C_2023-07-14
Supplier A,1,Medium,Factory 7_City A_Type C_2023-07-15
Supplier C,1,Low,Factory 7_City A_Type C_2023-07-16
Supplier C,1,Medium,Factory 7_City E_Type C_2023-07-17
Supplier B,0,Low,Factory 7_City B_Type C_2023-07-18
Supplier A,0,Medium,Factory 7_City A_Type A_2023-07-19
Supplier B,0,High,Factory 7_City A_Type B_2023-07-20
Supplier C,0,Low,Factory 7_City B_Type C_2023-07-21
Supplier A,1,High,Factory 7_City D_Type A_2023-07-22
Supplier A,1,Low,Factory 7_City C_Type A_2023-07-23
Supplier B,1,High,Factory 7_City D_Type A_2023-07-24
Supplier C,0,High,Factory 7_City C_Type C_2023-07-25
Supplier B,0,Low,Factory 7_City A_Type A_2023-07-26
Supplier A,0,Low,Factory 7_City A_Type B_2023-07-27
Supplier B,1,Low,Factory 7_City C_Type C_2023-07-28
Supplier B,1,High,Factory 7_City A_Type B_2023-07-29
Supplier B,0,Low,Factory 7_City C_Type A_2023-07-30
Supplier A,0,Low,Factory 7_City A_Type A_2023-07-31
Supplier C,0,Medium,Factory 7_City A_Type C_2023-08-01
Supplier C,1,High,Factory 7_City D_Type A_2023-08-02
Supplier C,1,High,Factory 7_City D_Type B_2023-08-03
Supplier A,1,Medium,Factory 7_City A_Type C_2023-08-04
Supplier B,0,Low,Factory 7_City E_Type C_2023-08-05
Supplier C,1,High,Factory 7_City D_Type A_2023-08-06
Supplier B,1,Low,Factory 7_City D_Type C_2023-08-07
Supplier C,0,High,Factory 7_City E_Type A_2023-08-08
Supplier B,0,Low,Factory 7_City C_Type A_2023-08-09
Supplier C,0,High,Factory 7_City B_Type C_2023-08-10
Supplier C,1,High,Factory 7_City D_Type C_2023-08-11
Supplier A,1,Medium,Factory 7_City D_Type B_2023-08-12
Supplier A,0,Medium,Factory 7_City E_Type C_2023-08-13
Supplier C,0,High,Factory 7_City E_Type C_2023-08-14
Supplier B,1,High,Factory 7_City A_Type A_2023-08-15
Supplier C,0,Medium,Factory 7_City C_Type B_2023-08-16
Supplier B,1,Low,Factory 7_City E_Type C_2023-08-17
Supplier C,1,Low,Factory 7_City B_Type A_2023-08-18
Supplier A,0,Medium,Factory 7_City B_Type B_2023-08-19
Supplier C,1,High,Factory 7_City D_Type B_2023-08-20
Supplier B,0,High,Factory 7_City E_Type A_2023-08-21
Supplier C,0,Low,Factory 7_City D_Type C_2023-08-22
Supplier C,1,Low,Factory 7_City D_Type C_2023-08-23
Supplier C,0,Medium,Factory 7_City A_Type C_2023-08-24
Supplier C,0,Low,Factory 7_City D_Type C_2023-08-25
Supplier C,1,High,Factory 7_City D_Type B_2023-08-26
Supplier A,1,High,Factory 7_City D_Type C_2023-08-27
Supplier B,1,Low,Factory 7_City A_Type A_2023-08-28
Supplier B,1,High,Factory 7_City D_Type B_2023-08-29
Supplier A,1,Low,Factory 7_City E_Type C_2023-08-30
Supplier A,1,Low,Factory 7_City C_Type B_2023-08-31
Supplier C,1,Medium,Factory 7_City E_Type B_2023-09-01
Supplier C,1,High,Factory 7_City E_Type B_2023-09-02
Supplier B,0,High,Factory 7_City E_Type A_2023-09-03
Supplier B,1,High,Factory 7_City E_Type B_2023-09-04
Supplier C,1,High,Factory 7_City D_Type A_2023-09-05
Supplier C,0,Low,Factory 7_City C_Type B_2023-09-06
Supplier A,1,Medium,Factory 7_City B_Type A_2023-09-07
Supplier A,1,Low,Factory 7_City A_Type A_2023-09-08
Supplier B,1,Low,Factory 7_City E_Type A_2023-09-09
Supplier A,0,Medium,Factory 7_City E_Type B_2023-09-10
Supplier C,0,Medium,Factory 7_City E_Type C_2023-09-11
Supplier A,0,High,Factory 7_City A_Type B_2023-09-12
Supplier A,0,High,Factory 7_City B_Type B_2023-09-13
Supplier C,0,Medium,Factory 7_City B_Type A_2023-09-14
Supplier B,1,High,Factory 7_City D_Type B_2023-09-15
Supplier B,0,Low,Factory 7_City E_Type A_2023-09-16
Supplier A,1,Low,Factory 7_City C_Type C_2023-09-17
Supplier C,1,Medium,Factory 7_City B_Type A_2023-09-18
Supplier A,1,Low,Factory 7_City D_Type B_2023-09-19
Supplier C,0,Low,Factory 7_City A_Type C_2023-09-20
Supplier B,0,Medium,Factory 7_City C_Type C_2023-09-21
Supplier C,0,Low,Factory 7_City B_Type A_2023-09-22
Supplier A,0,Medium,Factory 7_City E_Type A_2023-09-23
Supplier B,1,Medium,Factory 7_City D_Type A_2023-09-24
Supplier B,1,High,Factory 7_City D_Type A_2023-09-25
Supplier C,1,Low,Factory 7_City A_Type C_2023-09-26
Supplier A,1,Medium,Factory 7_City A_Type C_2023-09-27
Supplier B,1,Medium,Factory 7_City E_Type A_2023-09-28
Supplier B,1,High,Factory 7_City E_Type B_2023-09-29
Supplier C,0,Medium,Factory 7_City E_Type B_2023-09-30
Supplier C,0,Low,Factory 7_City B_Type C_2023-10-01
Supplier C,1,Medium,Factory 7_City D_Type A_2023-10-02
Supplier C,1,High,Factory 7_City A_Type C_2023-10-03
Supplier A,0,Low,Factory 7_City A_Type B_2023-10-04
Supplier A,0,Low,Factory 7_City A_Type A_2023-10-05
Supplier A,0,High,Factory 7_City E_Type B_2023-10-06
Supplier A,0,High,Factory 7_City A_Type B_2023-10-07
Supplier B,0,Low,Factory 7_City D_Type A_2023-10-08
Supplier C,0,Medium,Factory 7_City E_Type A_2023-10-09
Supplier C,1,High,Factory 7_City C_Type C_2023-10-10
Supplier B,0,High,Factory 7_City A_Type A_2023-10-11
Supplier C,1,Medium,Factory 7_City B_Type B_2023-10-12
Supplier C,0,Medium,Factory 7_City A_Type A_2023-10-13
Supplier C,1,High,Factory 7_City B_Type C_2023-10-14
Supplier B,1,Low,Factory 7_City B_Type B_2023-10-15
Supplier B,0,High,Factory 7_City D_Type A_2023-10-16
Supplier C,1,Low,Factory 7_City A_Type A_2023-10-17
Supplier B,0,Medium,Factory 7_City A_Type A_2023-10-18
Supplier C,0,Medium,Factory 7_City B_Type A_2023-10-19
Supplier B,0,High,Factory 7_City E_Type C_2023-10-20
Supplier A,1,High,Factory 7_City B_Type A_2023-10-21
Supplier B,1,Low,Factory 7_City C_Type C_2023-10-22
Supplier A,1,Low,Factory 7_City C_Type A_2023-10-23
Supplier A,0,Low,Factory 7_City C_Type C_2023-10-24
Supplier B,0,Medium,Factory 7_City B_Type C_2023-10-25
Supplier C,0,Medium,Factory 7_City A_Type B_2023-10-26
Supplier A,1,High,Factory 7_City D_Type C_2023-10-27
Supplier C,0,Medium,Factory 7_City E_Type A_2023-10-28
Supplier B,1,Low,Factory 7_City E_Type A_2023-10-29
Supplier C,1,Low,Factory 7_City D_Type C_2023-10-30
Supplier B,0,Medium,Factory 7_City A_Type B_2023-10-31
Supplier C,1,Medium,Factory 7_City E_Type C_2023-11-01
Supplier C,0,Medium,Factory 7_City D_Type A_2023-11-02
Supplier C,1,Medium,Factory 7_City E_Type B_2023-11-03
Supplier A,1,Medium,Factory 7_City B_Type C_2023-11-04
Supplier B,1,High,Factory 7_City C_Type C_2023-11-05
Supplier B,0,Low,Factory 7_City C_Type C_2023-11-06
Supplier B,0,High,Factory 7_City C_Type B_2023-11-07
Supplier A,1,Medium,Factory 7_City C_Type A_2023-11-08
Supplier A,0,Low,Factory 7_City B_Type A_2023-11-09
Supplier A,1,Low,Factory 7_City A_Type A_2023-11-10
Supplier B,0,Low,Factory 7_City C_Type A_2023-11-11
Supplier C,0,High,Factory 7_City B_Type B_2023-11-12
Supplier B,1,Medium,Factory 7_City B_Type C_2023-11-13
Supplier A,0,Medium,Factory 7_City E_Type A_2023-11-14
Supplier B,1,High,Factory 7_City E_Type C_2023-11-15
Supplier B,0,High,Factory 7_City D_Type C_2023-11-16
Supplier A,1,Medium,Factory 7_City A_Type B_2023-11-17
Supplier C,0,Low,Factory 7_City D_Type A_2023-11-18
Supplier A,1,High,Factory 7_City D_Type B_2023-11-19
Supplier C,1,High,Factory 7_City E_Type A_2023-11-20
Supplier A,1,Low,Factory 7_City E_Type A_2023-11-21
Supplier C,0,High,Factory 7_City E_Type A_2023-11-22
Supplier C,0,Low,Factory 7_City C_Type C_2023-11-23
Supplier C,0,Medium,Factory 7_City D_Type C_2023-11-24
Supplier C,0,High,Factory 7_City A_Type A_2023-11-25
Supplier A,0,Low,Factory 7_City B_Type A_2023-11-26
Supplier C,0,Medium,Factory 7_City E_Type A_2023-11-27
Supplier B,1,High,Factory 7_City D_Type C_2023-11-28
Supplier C,0,High,Factory 7_City B_Type B_2023-11-29
Supplier B,0,Low,Factory 7_City A_Type A_2023-11-30
Supplier C,1,Medium,Factory 7_City D_Type C_2023-12-01
Supplier C,0,Medium,Factory 7_City E_Type C_2023-12-02
Supplier B,0,Medium,Factory 7_City C_Type C_2023-12-03
Supplier C,1,Low,Factory 7_City A_Type C_2023-12-04
Supplier A,1,Low,Factory 7_City E_Type C_2023-12-05
Supplier B,1,Low,Factory 7_City A_Type B_2023-12-06
Supplier B,0,Low,Factory 7_City E_Type B_2023-12-07
Supplier B,0,High,Factory 7_City C_Type B_2023-12-08
Supplier C,1,Low,Factory 7_City C_Type B_2023-12-09
Supplier B,1,High,Factory 7_City D_Type B_2023-12-10
Supplier B,1,Medium,Factory 7_City B_Type A_2023-12-11
Supplier B,0,High,Factory 7_City A_Type B_2023-12-12
Supplier A,0,Low,Factory 7_City A_Type C_2023-12-13
Supplier A,1,High,Factory 7_City B_Type A_2023-12-14
Supplier A,1,High,Factory 7_City B_Type C_2023-12-15
Supplier A,0,Medium,Factory 7_City A_Type B_2023-12-16
Supplier C,0,Low,Factory 7_City E_Type C_2023-12-17
Supplier B,0,High,Factory 7_City E_Type B_2023-12-18
Supplier B,0,High,Factory 7_City B_Type B_2023-12-19
Supplier B,0,High,Factory 7_City A_Type C_2023-12-20
Supplier B,1,Medium,Factory 7_City D_Type C_2023-12-21
Supplier B,1,High,Factory 7_City B_Type C_2023-12-22
Supplier B,0,Medium,Factory 7_City C_Type C_2023-12-23
Supplier A,0,Medium,Factory 7_City C_Type C_2023-12-24
Supplier C,0,High,Factory 7_City C_Type A_2023-12-25
Supplier B,0,Low,Factory 7_City E_Type A_2023-12-26
Supplier B,0,Medium,Factory 7_City D_Type C_2023-12-27
Supplier A,1,Medium,Factory 7_City B_Type B_2023-12-28
Supplier C,1,High,Factory 7_City C_Type A_2023-12-29
Supplier A,0,Medium,Factory 7_City D_Type B_2023-12-30
Supplier C,1,Low,Factory 7_City B_Type B_2023-12-31
Supplier C,0,High,Factory 8_City B_Type C_2023-01-01
Supplier C,0,Low,Factory 8_City E_Type A_2023-01-02
Supplier C,1,Medium,Factory 8_City B_Type A_2023-01-03
Supplier B,1,Medium,Factory 8_City B_Type B_2023-01-04
Supplier C,1,High,Factory 8_City A_Type C_2023-01-05
Supplier B,1,High,Factory 8_City E_Type C_2023-01-06
Supplier A,0,Low,Factory 8_City D_Type A_2023-01-07
Supplier A,0,Medium,Factory 8_City A_Type B_2023-01-08
Supplier C,1,High,Factory 8_City D_Type C_2023-01-09
Supplier B,0,Medium,Factory 8_City A_Type B_2023-01-10
Supplier B,1,High,Factory 8_City C_Type B_2023-01-11
Supplier A,0,Medium,Factory 8_City A_Type B_2023-01-12
Supplier C,1,High,Factory 8_City A_Type A_2023-01-13
Supplier B,0,Medium,Factory 8_City C_Type A_2023-01-14
Supplier A,1,Low,Factory 8_City A_Type B_2023-01-15
Supplier C,1,Medium,Factory 8_City E_Type A_2023-01-16
Supplier B,1,High,Factory 8_City B_Type A_2023-01-17
Supplier A,0,Low,Factory 8_City D_Type A_2023-01-18
Supplier C,1,High,Factory 8_City D_Type C_2023-01-19
Supplier C,0,High,Factory 8_City D_Type C_2023-01-20
Supplier A,0,High,Factory 8_City B_Type C_2023-01-21
Supplier A,0,Medium,Factory 8_City A_Type B_2023-01-22
Supplier A,1,Low,Factory 8_City A_Type C_2023-01-23
Supplier C,0,High,Factory 8_City A_Type A_2023-01-24
Supplier C,0,High,Factory 8_City C_Type B_2023-01-25
Supplier A,1,Low,Factory 8_City B_Type B_2023-01-26
Supplier A,0,High,Factory 8_City B_Type C_2023-01-27
Supplier A,1,Low,Factory 8_City E_Type C_2023-01-28
Supplier B,0,Low,Factory 8_City B_Type C_2023-01-29
Supplier A,1,High,Factory 8_City E_Type A_2023-01-30
Supplier C,0,Medium,Factory 8_City E_Type C_2023-01-31
Supplier C,1,Low,Factory 8_City D_Type A_2023-02-01
Supplier B,0,High,Factory 8_City D_Type B_2023-02-02
Supplier B,1,Low,Factory 8_City C_Type A_2023-02-03
Supplier A,0,Medium,Factory 8_City E_Type A_2023-02-04
Supplier A,0,High,Factory 8_City C_Type A_2023-02-05
Supplier C,1,Low,Factory 8_City D_Type C_2023-02-06
Supplier C,1,High,Factory 8_City B_Type A_2023-02-07
Supplier A,0,Medium,Factory 8_City E_Type A_2023-02-08
Supplier A,0,Medium,Factory 8_City B_Type A_2023-02-09
Supplier A,1,Medium,Factory 8_City D_Type C_2023-02-10
Supplier B,1,Medium,Factory 8_City E_Type C_2023-02-11
Supplier A,0,Low,Factory 8_City A_Type B_2023-02-12
Supplier C,0,Medium,Factory 8_City E_Type C_2023-02-13
Supplier C,0,Medium,Factory 8_City E_Type A_2023-02-14
Supplier C,0,High,Factory 8_City D_Type A_2023-02-15
Supplier A,0,High,Factory 8_City A_Type A_2023-02-16
Supplier A,0,Medium,Factory 8_City E_Type B_2023-02-17
Supplier C,1,High,Factory 8_City D_Type B_2023-02-18
Supplier B,1,Medium,Factory 8_City C_Type A_2023-02-19
Supplier C,1,Low,Factory 8_City A_Type C_2023-02-20
Supplier C,0,Medium,Factory 8_City B_Type A_2023-02-21
Supplier B,1,High,Factory 8_City A_Type A_2023-02-22
Supplier C,0,Low,Factory 8_City D_Type B_2023-02-23
Supplier B,1,Medium,Factory 8_City B_Type C_2023-02-24
Supplier C,1,Medium,Factory 8_City C_Type B_2023-02-25
Supplier C,1,Low,Factory 8_City B_Type B_2023-02-26
Supplier B,1,Low,Factory 8_City C_Type C_2023-02-27
Supplier A,0,Medium,Factory 8_City B_Type C_2023-02-28
Supplier C,0,High,Factory 8_City C_Type A_2023-03-01
Supplier C,1,High,Factory 8_City A_Type A_2023-03-02
Supplier A,0,Low,Factory 8_City B_Type C_2023-03-03
Supplier B,0,High,Factory 8_City D_Type C_2023-03-04
Supplier B,0,Low,Factory 8_City B_Type C_2023-03-05
Supplier A,1,Low,Factory 8_City A_Type C_2023-03-06
Supplier B,1,Medium,Factory 8_City B_Type B_2023-03-07
Supplier B,1,Medium,Factory 8_City A_Type B_2023-03-08
Supplier B,0,High,Factory 8_City C_Type C_2023-03-09
Supplier C,1,Low,Factory 8_City B_Type B_2023-03-10
Supplier A,1,Low,Factory 8_City D_Type A_2023-03-11
Supplier B,0,Low,Factory 8_City A_Type A_2023-03-12
Supplier B,1,Medium,Factory 8_City A_Type B_2023-03-13
Supplier A,0,Medium,Factory 8_City B_Type A_2023-03-14
Supplier A,0,Low,Factory 8_City D_Type A_2023-03-15
Supplier C,1,Low,Factory 8_City C_Type A_2023-03-16
Supplier B,1,High,Factory 8_City C_Type C_2023-03-17
Supplier A,1,High,Factory 8_City D_Type A_2023-03-18
Supplier B,0,Medium,Factory 8_City B_Type B_2023-03-19
Supplier C,1,Low,Factory 8_City B_Type A_2023-03-20
Supplier B,0,Low,Factory 8_City D_Type A_2023-03-21
Supplier C,0,High,Factory 8_City E_Type B_2023-03-22
Supplier B,0,Medium,Factory 8_City E_Type B_2023-03-23
Supplier B,1,High,Factory 8_City A_Type B_2023-03-24
Supplier C,1,Low,Factory 8_City B_Type B_2023-03-25
Supplier C,0,Low,Factory 8_City E_Type C_2023-03-26
Supplier B,0,Medium,Factory 8_City C_Type B_2023-03-27
Supplier B,1,High,Factory 8_City D_Type C_2023-03-28
Supplier B,0,High,Factory 8_City B_Type C_2023-03-29
Supplier B,0,Medium,Factory 8_City C_Type C_2023-03-30
Supplier C,1,Medium,Factory 8_City D_Type C_2023-03-31
Supplier C,1,Medium,Factory 8_City A_Type B_2023-04-01
Supplier A,0,High,Factory 8_City D_Type A_2023-04-02
Supplier A,1,High,Factory 8_City E_Type B_2023-04-03
Supplier B,0,High,Factory 8_City C_Type B_2023-04-04
Supplier B,1,High,Factory 8_City A_Type B_2023-04-05
Supplier B,0,Low,Factory 8_City C_Type C_2023-04-06
Supplier C,1,High,Factory 8_City D_Type B_2023-04-07
Supplier C,0,Medium,Factory 8_City E_Type A_2023-04-08
Supplier A,0,Medium,Factory 8_City C_Type C_2023-04-09
Supplier A,1,High,Factory 8_City A_Type C_2023-04-10
Supplier B,1,Medium,Factory 8_City A_Type B_2023-04-11
Supplier C,1,Medium,Factory 8_City A_Type C_2023-04-12
Supplier A,1,Low,Factory 8_City A_Type C_2023-04-13
Supplier C,1,Medium,Factory 8_City D_Type B_2023-04-14
Supplier B,0,High,Factory 8_City A_Type B_2023-04-15
Supplier C,1,Low,Factory 8_City D_Type A_2023-04-16
Supplier A,0,Low,Factory 8_City B_Type B_2023-04-17
Supplier A,0,High,Factory 8_City A_Type B_2023-04-18
Supplier C,1,Low,Factory 8_City E_Type B_2023-04-19
Supplier C,0,Low,Factory 8_City A_Type B_2023-04-20
Supplier A,0,Low,Factory 8_City D_Type C_2023-04-21
Supplier B,0,High,Factory 8_City D_Type B_2023-04-22
Supplier C,1,Low,Factory 8_City E_Type B_2023-04-23
Supplier C,1,High,Factory 8_City E_Type A_2023-04-24
Supplier C,1,High,Factory 8_City A_Type B_2023-04-25
Supplier A,0,Medium,Factory 8_City E_Type B_2023-04-26
Supplier B,1,Medium,Factory 8_City D_Type C_2023-04-27
Supplier B,1,Medium,Factory 8_City B_Type B_2023-04-28
Supplier C,0,Low,Factory 8_City B_Type B_2023-04-29
Supplier B,1,Low,Factory 8_City E_Type A_2023-04-30
Supplier A,1,High,Factory 8_City E_Type C_2023-05-01
Supplier B,1,Low,Factory 8_City D_Type C_2023-05-02
